Date,AGG,GLD,SPY,BTC-USD
2023-10-04,89.18333435058594,169.13999938964844,418.994140625,27799.39453125
2023-10-05,89.24082946777344,168.8300018310547,418.8362731933594,27415.912109375
2023-10-06,88.89578247070312,169.6999969482422,423.80902099609375,27946.59765625
2023-10-09,89.81591796875,172.82000732421875,426.5223388671875,27583.677734375
2023-10-10,89.72964477539062,172.52999877929688,428.7423095703125,27391.01953125
2023-10-11,90.14179229736328,173.7899932861328,430.49859619140625,26873.3203125
2023-10-12,89.36544036865234,173.25999450683594,427.8740539550781,26756.798828125
2023-10-13,89.7488021850586,178.8300018310547,425.7428894042969,26862.375
2023-10-16,89.25041961669922,177.9600067138672,430.2222900390625,28519.466796875
2023-10-17,88.6082534790039,178.2899932861328,430.2025451660156,28415.748046875
2023-10-18,88.19612884521484,180.8699951171875,424.4700622558594,28328.341796875
2023-10-19,87.86067962646484,183.08999633789062,420.74053955078125,28719.806640625
2023-10-20,88.1769790649414,183.58999633789062,415.5704345703125,29682.94921875
2023-10-23,88.52198791503906,182.97000122070312,414.85015869140625,33086.234375
2023-10-24,88.83828735351562,182.9499969482422,417.9778747558594,33901.52734375
2023-10-25,88.1769790649414,183.72000122070312,411.9789733886719,34502.8203125
2023-10-26,88.77120208740234,184.00999450683594,407.0456848144531,34156.6484375
2023-10-27,88.7424545288086,186.14999389648438,405.20062255859375,33909.80078125
2023-10-30,88.5315933227539,185.10000610351562,410.045166015625,34502.36328125
2023-10-31,88.47407531738281,184.08999633789062,412.6203308105469,34667.78125
2023-11-01,89.45174407958984,183.50999450683594,417.0208435058594,35437.25390625
2023-11-02,89.99009704589844,184.1199951171875,425.0127868652344,34938.2421875
2023-11-03,90.53805541992188,184.7899932861328,428.8902893066406,34732.32421875
2023-11-06,90.08623504638672,183.35000610351562,429.8769836425781,35037.37109375
2023-11-07,90.56688690185547,182.58999633789062,431.10040283203125,35443.5625
2023-11-08,90.87451934814453,180.77000427246094,431.4161682128906,35655.27734375
2023-11-09,90.11507415771484,181.49000549316406,428.0516357421875,36693.125
2023-11-10,90.32655334472656,179.50999450683594,434.7313232421875,37313.96875
2023-11-13,90.31694793701172,180.50999450683594,434.31695556640625,36502.35546875
